nama_bapak,nama_ibu,nomor_rumah,jarak_rumah
Dadi Luthfi Prasetyo,Rika Siti Nasyidah,1952,20484
Dadi Maheswara,Oni Prastuti,1953,20490
Dadi Marpaung,Safina Winarsih,1954,20508
Dadi Nababan,Irma Lailasari,1955,20519
Dadi Prabowo,Salimah Pudjiastuti,1956,20538
Dadi Pranowo,Dina Cinta Riyanti M.M.,1957,20545
Dadi Putra,Tiara Lailasari S.IP,1958,20553
Dadi Rama Damanik S.Ked,Faizah Siska Hariyah,1959,20561
Dadi Simbolon,Salsabila Silvia Pertiwi,1960,20576
Dadi Suryono,Victoria Nadia Mayasari,1961,20588
Dadi Wijaya,Ulya Suryatmi,1962,20605
Dagel Aditya Kuswoyo M.Farm,Salwa Usamah,1963,20612
Dagel Akarsana Hutapea,Titin Nasyiah S.E.I,1964,20621
Dagel Anom Hutagalung S.IP,Gabriella Winarsih M.Farm,1965,20631
Dagel Habibi M.Kom.,Eka Rina Mayasari M.M.,1966,20647
Dagel Irawan,Latika Laila Hastuti S.Ked,1967,20666
Dagel Mustofa,Rina Nasyiah,1968,20680
Dagel Pradipta M.Farm,Lintang Usada,1969,20700
Dagel Prakasa S.T.,Vanesa Astuti,1970,20715
Dagel Pratama S.E.,Tira Nasyiah M.Pd,1971,20720
Dagel Rajasa,Silvia Tari Agustina,1972,20739
Dagel Rizki Saptono M.TI.,Ophelia Zalindra Nurdiyanti,1973,20744
Dagel Sihombing,Kania Ellis Yuliarti,1974,20745
Dagel Simbolon,Ana Hasanah,1975,20756
Dagel Sirait,Kayla Yuniar,1976,20760
Dagel Tampubolon,Rachel Kusmawati S.E.,1977,20779
Dagel Tarihoran M.TI.,Dinda Ophelia Laksita M.Ak,1978,20783
Dagel Tugiman Prasetyo S.I.Kom,Widya Gabriella Hassanah S.Pd,1979,20788
Dagel Wijaya,Tari Lala Andriani S.Gz,1980,20803
Daliman Asmianto Tamba S.H.,Tiara Laksmiwati,1981,20816
Daliman Gandewa Kusumo M.Farm,Paulin Yulianti,1982,20821
Daliman Garan Anggriawan,Wirda Susanti M.M.,1983,20822
Daliman Gunawan,Syahrini Wahyuni,1984,20837
Daliman Hakim,Calista Palastri,1985,20856
Daliman Halim,Paramita Laksita,1986,20874
Daliman Haryanto,Talia Winarsih,1987,20880
Daliman Hutagalung,Anita Rina Wulandari S.H.,1988,20897
Daliman Mandala,Kani Suartini S.IP,1989,20915
Daliman Najib Nugroho S.Gz,Irma Wulandari S.E.,1990,20916
Daliman Napitupulu,Sakura Astuti,1991,20920
Daliman Niyaga Tampubolon M.Ak,Clara Hastuti,1992,20934
Daliman Nugraha Anggriawan M.Pd,Dewi Aisyah Palastri S.I.Kom,1993,20936
Daliman Pardi Maulana S.Gz,Hafshah Puput Lailasari,1994,20951
Daliman Salman Anggriawan M.Pd,Zaenab Wastuti,1995,20965
Daliman Setiawan,Cornelia Haryanti,1996,20978
Daliman Sihombing,Widya Samiah Usada,1997,20988
Daliman Sitompul,Raisa Safitri,1998,20998
Daliman Tampubolon,Almira Elisa Purwanti,1999,21001
Daliman Warsa Santoso S.Pd,Siska Widiastuti,2000,21005
Daliman Winarno M.Ak,Amelia Hassanah,2001,21008
Daliman Wisnu Gunarto S.Gz,Sari Maryati,2002,21016
Dalimin Adinata Tamba S.Ked,Faizah Suartini,2003,21026
Dalimin Asirwanda Suryono,Ratih Usada,2004,21044
Dalimin Firgantoro,Aurora Purnawati,2005,21063
Dalimin Gunarto,Ella Novitasari,2006,21074
Dalimin Hutapea,Cinta Dewi Halimah,2007,21082
Dalimin Karsana Saptono S.Pt,Raisa Michelle Wastuti,2008,21098
Dalimin Kurniawan,Diah Ika Wijayanti S.Gz,2009,21113
Dalimin Latupono,Raisa Nadia Rahmawati S.Gz,2010,21125
Dalimin Latupono S.Sos,Icha Andriani,2011,21136
Dalimin Mangunsong S.H.,Nova Anggraini,2012,21149
Dalimin Manullang M.M.,Latika Mulyani,2013,21153
Dalimin Maulana S.E.,Gina Andriani,2014,21154
Dalimin Napitupulu S.H.,Tami Gilda Mulyani,2015,21171
Dalimin Nasrullah Pradipta,Hilda Yuniar,2016,21178
Dalimin Prasasta,Rahayu Novi Palastri S.Kom,2017,21184
Dalimin Rajasa,Icha Ani Lailasari S.T.,2018,21194
Dalimin Sitompul,Indah Yolanda,2019,21202
Dalimin Tampubolon,Dalima Lalita Haryanti S.Gz,2020,21203
Dalimin Tugiman Lazuardi,Zahra Aryani,2021,21221
Dalimin Wasita,Oni Pratiwi,2022,21226
Dalimin Wibisono,Malika Anggraini,2023,21245
Daliono Adriansyah S.Psi,Ratna Nabila Pratiwi,2024,21257
Daliono Bakijan Prakasa,Rachel Usada,2025,21268
Daliono Banawa Maryadi S.Farm,Lintang Winarsih,2026,21286
Daliono Cakrajiya Narpati,Hasna Usada S.Pd,2027,21290
Daliono Candrakanta Najmudin,Ida Rahayu,2028,21309
Daliono Galuh Dongoran,Sadina Hasanah S.Gz,2029,21325
Daliono Hidayanto S.Psi,Paulin Wulan Andriani,2030,21332
Daliono Hutagalung S.E.I,Febi Utami,2031,21345
Daliono Irnanto Najmudin S.Pd,Shakila Haryanti,2032,21361
Daliono Johan Irawan M.Kom.,Endah Yance Palastri M.Farm,2033,21364
Daliono Narji Wasita S.I.Kom,Ana Farida S.E.,2034,21375
Daliono Prasetya,Ulva Anggraini,2035,21393
Daliono Rajata,Natalia Permata,2036,21407
Daliono Setiawan S.H.,Natalia Eva Yuliarti,2037,21424
Daliono Suryono,Ira Malika Wahyuni S.I.Kom,2038,21427
Daliono Wibowo S.I.Kom,Almira Agustina,2039,21433
Daliono Widodo S.Kom,Indah Usada S.Pd,2040,21445
Damar Bakda Jailani S.Pd,Ratna Elisa Uyainah,2041,21459
Damar Firmansyah,Genta Cindy Pudjiastuti,2042,21473
Damar Hidayat,Cinthia Uyainah S.Pd,2043,21474
Damar Ikin Prasetyo,Ika Hasanah,2044,21483
Damar Kacung Tarihoran,Hamima Widiastuti,2045,21500
Damar Kurniawan,Umi Susanti S.Pd,2046,21518
Damar Lanang Uwais S.Pt,Puji Permata,2047,21527
Damar Mangunsong,Rahmi Purwanti,2048,21529
Damar Maryadi,Jamalia Maryati,2049,21538
Damar Megantara,Mutia Safitri,2050,21556
Damar Najam Nashiruddin,Salwa Uyainah,2051,21560
Damar Napitupulu,Chelsea Cornelia Pudjiastuti,2052,21580
Damar Natsir,Citra Puspasari,2053,21588
Damar Prasetya Firgantoro M.M.,Diah Lestari,2054,21601
Damar Saefullah,Wirda Mutia Laksmiwati S.Sos,2055,21602
Damar Saptono S.E.I,Hafshah Mandasari,2056,21614
Damar Saragih,Cici Wulandari,2057,21629
Damar Setiawan,Rahayu Clara Suryatmi S.Ked,2058,21639
Damar Sitorus M.Ak,Mala Gina Suartini S.T.,2059,21657
Damar Tampubolon,Cinthia Qori Sudiati S.Farm,2060,21665
Damar Tarihoran,Yuni Namaga S.Kom,2061,21667
Damar Tedi Maulana M.Pd,Genta Zaenab Mayasari S.Pt,2062,21672
Damar Waskita,Winda Jane Pertiwi S.I.Kom,2063,21682
Damar Wisnu Nugroho,Indah Hastuti,2064,21700
Damu Budiyanto,Tania Hasanah S.IP,2065,21701
Damu Dasa Maryadi S.E.,Cinthia Almira Agustina S.Gz,2066,21704
Damu Gatot Ardianto S.Pd,Lintang Sarah Prastuti S.Psi,2067,21713
Damu Habibi,Febi Usada,2068,21721
Damu Iswahyudi,Raisa Permata S.IP,2069,21732
Damu Ivan Putra,Vanesa Wastuti M.Kom.,2070,21745
Damu Ivan Sinaga,Yance Iriana Purwanti S.E.I,2071,21757
Damu Karman Saptono S.Gz,Jamalia Nadia Yulianti,2072,21773
Damu Kusumo,Zahra Elma Hastuti,2073,21782
Damu Mangunsong,Dinda Andriani S.Pd,2074,21801
Damu Maulana,Farah Hastuti,2075,21807
Damu Mursita Setiawan,Puti Melani M.Pd,2076,21827
Damu Narpati,Irma Humaira Rahmawati M.M.,2077,21837
Damu Paiman Saefullah S.IP,Sadina Nurul Yuniar S.H.,2078,21843
Damu Pangestu,Vera Yuni Palastri,2079,21844
Damu Permadi,Anita Bella Nuraini M.Kom.,2080,21848
Damu Prayoga Mandala,Ilsa Pertiwi S.E.,2081,21863
Damu Reza Suryono S.Kom,Ira Haryanti,2082,21868
Damu Sabar Firgantoro S.Ked,Karimah Almira Wijayanti S.T.,2083,21873
Damu Saptono M.Ak,Iriana Haryanti M.M.,2084,21877
Damu Tamba,Zulaikha Rahimah S.Kom,2085,21889
Damu Tampubolon S.E.I,Ghaliyati Yolanda,2086,21894
Damu Wacana,Elvina Winarsih,2087,21914
Damu Wibowo,Vanya Kusmawati,2088,21930
Damu Winarno,Patricia Andriani,2089,21939
Damu Zulkarnain,Tami Purnawati S.H.,2090,21949
Danang Bambang Lazuardi,Restu Melani,2091,21957
Danang Budiman,Cinta Suartini M.Pd,2092,21966
Danang Cahyanto Tamba M.Kom.,Yani Sudiati M.Pd,2093,21969
Danang Cahyo Januar S.IP,Lintang Padmasari,2094,21988
Danang Cakrajiya Siregar S.Sos,Gina Zaenab Halimah,2095,21992
Danang Cengkal Prasetyo M.Pd,Sabrina Mutia Riyanti,2096,22012
Danang Damar Najmudin S.Pt,Raina Cinthia Lestari,2097,22032
Danang Estiono Megantara,Ida Nasyiah M.Pd,2098,22033
Danang Gunawan,Bella Zulaika,2099,22049
Danang Hakim,Farhunnisa Pudjiastuti,2100,22066
Danang Hutasoit,Rika Wahyuni S.IP,2101,22073
Danang Irawan,Belinda Astuti S.Gz,2102,22076
Danang Kacung Budiyanto,Zahra Fitria Lestari,2103,22088
Danang Kusumo,Siska Sudiati,2104,22099
Danang Najmudin,Ulva Rahmawati,2105,22119
Danang Pratama S.Pt,Zelda Jamalia Namaga S.Pt,2106,22133
Danang Simanjuntak,Amalia Handayani,2107,22141
Danang Sinaga,Hani Lidya Maryati S.Ked,2108,22159
Danang Siregar,Hani Rahimah M.Pd,2109,22173
Danang Tamba,Ratih Haryanti,2110,22180
Danang Wibowo,Julia Susanti,2111,22191
Danang Wijaya,Paris Winarsih,2112,22203
Daniswara Hidayanto,Ophelia Rahmawati,2113,22207
Daniswara Ian Hidayat S.Psi,Ella Zaenab Fujiati,2114,22224
Daniswara Irawan,Zamira Utami,2115,22233
Daniswara Januar,Laila Jasmin Mandasari S.H.,2116,22243
Daniswara Jayeng Latupono,Belinda Yuliarti,2117,22259
Daniswara Latif Kusumo,Winda Lili Susanti,2118,22273
Daniswara Margana Hidayanto,Suci Nasyiah,2119,22287
Daniswara Perkasa Gunawan M.Farm,Puspa Hariyah S.Ked,2120,22307
Daniswara Prasetya,Sari Syahrini Utami,2121,22327
Daniswara Prasetyo,Iriana Mayasari,2122,22331
Daniswara Samosir,Violet Ophelia Mayasari,2123,22351
Daniswara Uwais,Yuni Fujiati,2124,22364
Daniswara Zulkarnain,Sadina Susanti,2125,22380
Danu Akarsana Winarno,Zulfa Puspita,2126,22384
Danu Anggriawan,Lala Riyanti S.Farm,2127,22385
Danu Arta Irawan,Rahmi Lestari,2128,22389
Danu Budiyanto,Hasna Wulandari,2129,22398
Danu Budiyanto M.M.,Mala Oni Prastuti M.Pd,2130,22409
Danu Catur Pratama S.Gz,Tami Utami,2131,22422
Danu Caturangga Wasita,Tania Agustina,2132,22442
Danu Dabukke,Winda Winda Andriani,2133,22462
Danu Gatra Natsir,Anita Hasanah,2134,22468
Danu Gunawan,Latika Fitriani Fujiati S.E.,2135,22479
Danu Hidayat,Intan Kani Wijayanti,2136,22493
Danu Jailani,Vanya Gilda Farida M.Farm,2137,22496
Danu Jasmani Tarihoran,Violet Rachel Permata M.Kom.,2138,22507
Danu Manullang,Janet Lalita Laksita M.TI.,2139,22527
Danu Marbun,Widya Nasyidah,2140,22530
Danu Opung Maulana M.Farm,Rini Mandasari,2141,22548
Danu Pradana,Mutia Titin Fujiati M.Farm,2142,22549
Danu Putra,Jasmin Agustina,2143,22551
Danu Raden Wibisono,Salimah Padmi Pratiwi,2144,22556
Danu Santoso,Cinthia Padmi Mulyani S.Farm,2145,22565
Danu Saputra S.T.,Ulva Usamah,2146,22569
Danu Sirait,Maria Laila Wulandari M.Ak,2147,22571
Danu Suwarno,Widya Puspita S.Gz,2148,22574
Danu Suwarno S.Gz,Indah Handayani,2149,22575
Danu Tarihoran,Maya Nasyiah,2150,22579
Danu Waskita,Umi Sudiati S.Psi,2151,22591
Danu Wibowo S.E.,Queen Hassanah,2152,22595
Danuja Bakda Damanik S.Gz,Lidya Puspita,2153,22613
Danuja Hidayat M.Kom.,Rini Pudjiastuti,2154,22615
Danuja Irawan,Talia Winarsih M.Pd,2155,22616
Danuja Jailani,Karimah Hastuti,2156,22634
Danuja Jefri Prayoga S.Sos,Agnes Rahmawati S.E.,2157,22639
Danuja Kadir Situmorang,Cinta Putri Lestari,2158,22655
Danuja Kardi Marbun,Vanya Tari Zulaika,2159,22659
Danuja Nainggolan S.Ked,Yance Ida Agustina,2160,22678
Danuja Permadi,Ina Rachel Nurdiyanti M.M.,2161,22694
Danuja Pranowo,Olivia Padmasari,2162,22714
Danuja Prasetya,Latika Agustina,2163,22728
Danuja Salahudin,Tira Hasanah,2164,22738
Danuja Saptono S.Psi,Febi Purnawati M.TI.,2165,22743
Danuja Sihombing,Almira Pertiwi,2166,22748
Danuja Tampubolon,Sadina Susanti S.Pt,2167,22755
Danuja Waluyo Marbun S.Farm,Ana Purwanti,2168,22757
Danuja Waluyo S.Pd,Iriana Purwanti,2169,22768
Danuja Wibisono,Dian Purnawati,2170,22781
Dariati Budiyanto,Irma Tiara Nasyidah,2171,22794
Dariati Damanik,Oliva Usyi Namaga,2172,22804
Dariati Dongoran,Hani Agnes Kusmawati M.Kom.,2173,22824
Dariati Hidayat,Farhunnisa Padmi Namaga,2174,22833
Dariati Iswahyudi,Juli Agustina,2175,22837
Dariati Jatmiko Saputra,Kania Betania Astuti M.Kom.,2176,22848
Dariati Lasmono Sihombing,Vivi Andriani,2177,22859
Dariati Latupono,Devi Prastuti,2178,22864
Dariati Pandu Najmudin M.Ak,Nadia Nasyidah,2179,22869
Dariati Pangeran Permadi,Winda Anggraini,2180,22881
Dariati Pangestu,Ellis Nurdiyanti,2181,22883
Dariati Pangestu Hutasoit S.IP,Dinda Mulyani S.Psi,2182,22885
Dariati Prasetyo,Sari Laksita S.Sos,2183,22898
Dariati Saputra,Septi Uyainah S.Psi,2184,22911
Dariati Simbolon,Putri Hastuti,2185,22924
Dariati Siregar,Karimah Hasanah M.Ak,2186,22935
Dariati Suryono S.E.,Tiara Fujiati,2187,22937
Darijan Carub Sitompul S.IP,Puti Yolanda,2188,22945
Darijan Darmanto Wahyudin M.TI.,Gawati Devi Suartini,2189,22963
Darijan Dimas Wasita S.Ked,Shakila Pertiwi S.I.Kom,2190,22971
Darijan Galih Simbolon,Malika Agnes Nuraini S.Psi,2191,22991
Darijan Gandewa Dabukke S.H.,Rika Titin Usamah M.Ak,2192,23010
Darijan Habibi M.Kom.,Almira Palastri S.E.,2193,23020
Darijan Halim,Ina Mayasari,2194,23034
Darijan Hutapea,Mila Usamah,2195,23045
Darijan Ismail Narpati S.Ked,Hesti Haryanti,2196,23064
Darijan Kardi Januar M.Pd,Putri Rahayu,2197,23065
Darijan Karya Widodo M.Pd,Tira Gasti Pudjiastuti M.Ak,2198,23075
Darijan Latupono,Raisa Winarsih S.E.,2199,23077
Darijan Mahendra,Safina Nuraini S.Gz,2200,23091
Darijan Mahfud Lazuardi,Paulin Yuniar,2201,23102
Darijan Mansur,Indah Padmasari,2202,23118
Darijan Pradana,Calista Vivi Nurdiyanti M.Ak,2203,23126
Darijan Pranowo,Iriana Yuliarti S.E.I,2204,23132
Darijan Prayoga,Kamila Farah Purwanti,2205,23140
Darijan Suryono,Wani Lili Yuliarti,2206,23158
Darijan Tamba,Nadine Suryatmi,2207,23164
Darijan Tampubolon M.M.,Samiah Maryati S.I.Kom,2208,23176
Darijan Waskita,Ana Haryanti,2209,23187
Darijan Wibowo,Wulan Suartini S.IP,2210,23203
Darijan Widodo,Ayu Hasanah,2211,23206
Darijan Winarno,Zulfa Tira Oktaviani,2212,23226
Darijan Yono Prabowo S.I.Kom,Ina Paulin Purwanti,2213,23246
Darimin Bakiono Simbolon,Hana Sudiati,2214,23253
Darimin Gangsar Hakim S.Pt,Vicky Puspasari,2215,23271
Darimin Hardiansyah,Carla Lestari,2216,23286
Darimin Jail Hidayanto,Alika Laksmiwati,2217,23292
Darimin Jailani,Intan Hariyah,2218,23308
Darimin Januar,Irma Kusmawati S.IP,2219,23318
Darimin Jarwa Mangunsong M.Ak,Ana Fujiati,2220,23336
Darimin Kacung Ardianto,Ana Safitri S.E.I,2221,23338
Darimin Kurniawan,Vivi Hariyah,2222,23357
Darimin Laksana Nashiruddin S.Gz,Vicky Puspita,2223,23375
Darimin Maryadi Narpati S.E.I,Gabriella Yunita Haryanti,2224,23395
Darimin Nugroho,Tari Almira Nuraini,2225,23403
Darimin Ridwan Prabowo,Tania Suryatmi S.E.I,2226,23415
Darimin Saptono S.Pd,Ayu Oktaviani,2227,23420
Darimin Sihotang S.Sos,Hasna Pratiwi,2228,23438
Darimin Simanjuntak,Fitriani Nuraini,2229,23450
Darimin Sitorus,Dinda Andriani,2230,23460
Darimin Utama S.E.I,Wirda Puspasari,2231,23464
Darimin Waluyo,Jessica Fujiati,2232,23470
Darmaji Asmianto Najmudin,Rahmi Laila Puspita S.Sos,2233,23484
Darmaji Balamantri Zulkarnain,Widya Febi Riyanti M.TI.,2234,23504
Darmaji Firmansyah S.E.I,Rahmi Nuraini S.Gz,2235,23524
Darmaji Galiono Sihombing,Yuni Pudjiastuti,2236,23534
Darmaji Galuh Prasetya S.Pd,Jane Maya Novitasari,2237,23554
Darmaji Hartaka Hutagalung,Gina Febi Puspita S.Pt,2238,23560
Darmaji Lazuardi,Tania Mandasari,2239,23569
Darmaji Lulut Situmorang S.Gz,Vivi Prastuti,2240,23571
Darmaji Megantara,Dalima Wijayanti,2241,23590
Darmaji Narji Sihombing S.Gz,Raina Patricia Uyainah M.M.,2242,23603
Darmaji Permadi,Eka Zamira Lestari,2243,23610
Darmaji Pratama,Agnes Wastuti,2244,23619
Darmaji Salahudin M.Ak,Kayla Puspasari,2245,23637
Darmaji Santoso S.Ked,Karimah Yessi Laksmiwati,2246,23655
Darmaji Siregar,Fitria Nasyidah,2247,23674
Darmaji Wadi Marbun,Ida Kayla Melani M.Kom.,2248,23675
Darmaji Wahyudin M.Pd,Hasna Yance Mandasari S.I.Kom,2249,23694
Darmaji Warta Prayoga S.T.,Tira Riyanti,2250,23706
Darmaji Wibowo,Shakila Aryani,2251,23719
Darmaji Wibowo M.Kom.,Puspa Ciaobella Fujiati,2252,23729
Darman Ardianto,Elma Yulianti,2253,23743
Darman Ardianto S.Sos,Hani Zelaya Riyanti,2254,23758
Darman Asman Manullang,Cindy Yuliarti M.TI.,2255,23776
Darman Darsirah Zulkarnain,Kayla Zulfa Susanti S.Pd,2256,23786
Darman Dimaz Dongoran S.Ked,Anastasia Rahayu,2257,23794
Darman Eman Prakasa,Wani Safitri,2258,23810
Darman Iswahyudi,Wani Ani Purwanti M.Kom.,2259,23827
Darman Kala Siregar,Anastasia Ina Aryani,2260,23830
Darman Kusumo,Halima Permata S.Sos,2261,23850
Darman Kuswoyo,Mutia Wahyuni,2262,23856
Darman Mahendra,Salimah Hassanah M.TI.,2263,23868
Darman Mahesa Manullang S.E.,Gasti Novitasari,2264,23885
Darman Maryadi,Elisa Yuliana Wijayanti,2265,23894
Darman Najmudin,Almira Iriana Safitri,2266,23895
Darman Napitupulu M.Ak,Tami Maryati,2267,23904
Darman Narpati,Jane Mulyani S.T.,2268,23921
Darman Pangestu S.IP,Irma Ciaobella Farida S.Kom,2269,23938
Darman Prayoga,Calista Rahmawati,2270,23947
Darman Suryono,Wani Hassanah,2271,23957
Darman Thamrin,Aurora Lestari M.Pd,2272,23977
Darman Utama,Salwa Yuniar,2273,23984
Darman Zulkarnain,Keisha Uyainah,2274,23988
Darmana Anggriawan S.H.,Natalia Rahimah,2275,23992
Darmana Atmaja Megantara,Farah Hasanah,2276,24002
Darmana Bagiya Pranowo S.Farm,Intan Nasyiah S.Farm,2277,24015
Darmana Caket Napitupulu,Jasmin Astuti,2278,24024
Darmana Iswahyudi,Fathonah Mayasari S.Kom,2279,24044
Darmana Makara Nababan M.Pd,Zalindra Purwanti,2280,24047
Darmana Mandala,Azalea Nurdiyanti,2281,24051
Darmana Maulana,Titi Yuniar,2282,24067
Darmana Mulyono Kurniawan,Patricia Winarsih,2283,24085
Darmana Nababan,Yulia Laksita S.Ked,2284,24092
Darmana Nashiruddin M.TI.,Oni Olivia Prastuti S.Sos,2285,24110
Darmana Pranowo,Intan Handayani S.Kom,2286,24122
Darmana Prasasta S.Sos,Hilda Amelia Oktaviani,2287,24130
Darmana Radika Nababan S.Ked,Gawati Wulandari,2288,24136
Darmana Sitompul S.Pd,Padma Ulya Aryani,2289,24142
Darmana Sitorus,Rahayu Tari Susanti,2290,24147
Darmana Tarihoran,Hesti Rachel Kusmawati,2291,24160
Darmana Wardaya Prasasta,Ira Agustina,2292,24174
Darmana Widodo S.IP,Paramita Lestari,2293,24187
Darmana Yoga Firmansyah,Michelle Karimah Safitri S.E.I,2294,24188
Darmana Yusuf Pangestu,Humaira Novitasari,2295,24199
Darmanto Cengkal Gunawan,Hesti Laksmiwati M.Ak,2296,24201
Darmanto Dongoran,Salsabila Lintang Susanti S.H.,2297,24202
Darmanto Hakim,Maya Gina Maryati S.Farm,2298,24203
Darmanto Hidayat,Almira Kasiyah Novitasari S.H.,2299,24223
Darmanto Hutagalung,Yance Prastuti M.Pd,2300,24227
Darmanto Kairav Pradipta M.Ak,Hamima Safitri S.IP,2301,24243
Darmanto Kuswoyo,Hani Riyanti S.Pt,2302,24256
Darmanto Mulyanto Situmorang,Rini Eli Wahyuni,2303,24269
Darmanto Nugroho S.IP,Agnes Elvina Lailasari S.E.I,2304,24287
Darmanto Pradipta M.Kom.,Paulin Nurul Anggraini S.Sos,2305,24302
Darmanto Pranowo S.T.,Diah Handayani,2306,24304
Darmanto Rahmat Januar S.E.,Kayla Novitasari,2307,24323
Darmanto Rajasa,Mila Padmi Astuti,2308,24339
Darmanto Salahudin S.E.I,Victoria Wahyuni,2309,24355
Darmanto Simanjuntak,Puti Hartati,2310,24366
Darmanto Simon Hutagalung,Rahmi Najwa Riyanti S.E.,2311,24378
Darmanto Soleh Mansur S.E.,Yessi Sari Andriani,2312,24380
Darmanto Tamba,Aisyah Nuraini S.E.I,2313,24400
Darmanto Virman Samosir,Nurul Cindy Farida,2314,24403
Darsirah Budiman S.Kom,Dina Mandasari M.Pd,2315,24411
Darsirah Firgantoro,Suci Anggraini,2316,24419
Darsirah Halim,Yani Widiastuti,2317,24426
Darsirah Hidayat M.TI.,Karen Ira Fujiati S.IP,2318,24428
Darsirah Imam Widodo,Dian Hartati,2319,24435
Darsirah Januar,Elma Farida,2320,24452
Darsirah Jayeng Kuswoyo M.Pd,Gasti Anggraini,2321,24470
Darsirah Labuh Prasetyo S.Pt,Titin Wijayanti M.M.,2322,24485
Darsirah Lantar Samosir S.E.,Puji Pudjiastuti,2323,24492
Darsirah Mandala,Kamila Farida,2324,24510
Darsirah Megantara,Samiah Mayasari,2325,24525
Darsirah Mustofa,Puspa Puspasari M.Pd,2326,24542
Darsirah Pranowo,Bella Qori Yuniar,2327,24543
Darsirah Prasetyo Mangunsong S.E.,Titi Purnawati,2328,24559
Darsirah Rafi Sirait M.Ak,Umi Aurora Susanti M.M.,2329,24571
Darsirah Rajasa,Eva Febi Yuliarti,2330,24588
Darsirah Zulkarnain,Siska Ratih Nasyiah M.Pd,2331,24592
Dartono Enteng Winarno M.Ak,Vicky Ratih Uyainah,2332,24601
Dartono Firgantoro S.E.I,Ida Eka Uyainah,2333,24608
Dartono Firmansyah,Citra Yulianti,2334,24609
Dartono Hutapea,Tania Kasiyah Lestari,2335,24611
Dartono Jailani,Zizi Handayani,2336,24624
Dartono Kuncara Pangestu,Najwa Jamalia Pudjiastuti S.IP,2337,24639
Dartono Kusumo,Ella Cornelia Pratiwi,2338,24642
Dartono Luis Nainggolan,Maya Mandasari,2339,24657
Dartono Maheswara M.TI.,Wulan Eva Yulianti S.Kom,2340,24670
Dartono Marpaung,Ulva Wijayanti M.Ak,2341,24672
Dartono Martaka Budiyanto S.E.,Vicky Yuliarti M.Ak,2342,24692
Dartono Maulana S.Pd,Rahmi Permata S.T.,2343,24696
Dartono Najmudin,Rini Haryanti,2344,24701
Dartono Nalar Wibisono,Raisa Astuti,2345,24714
Dartono Napitupulu S.Sos,Paris Yuniar M.Kom.,2346,24725
Dartono Okto Prabowo S.Sos,Intan Nuraini,2347,24738
Dartono Santoso,Citra Wijayanti,2348,24746
Dartono Saputra S.Ked,Maya Kani Zulaika S.E.,2349,24752
Dartono Sirait,Laila Mayasari S.Ked,2350,24771
Dartono Situmorang,Sadina Syahrini Laksita M.M.,2351,24781
Dartono Umar Prabowo,Rini Hastuti,2352,24787
Dartono Warji Ardianto S.IP,Ratna Prastuti,2353,24803
Dartono Wasita,Vanesa Gilda Nurdiyanti S.E.,2354,24808
Dartono Zulkarnain,Siti Dewi Oktaviani,2355,24825
Daru Adriansyah,Ira Uli Handayani S.T.,2356,24829
Daru Alambana Siregar,Hilda Yuliarti,2357,24838
Daru Cakrawala Najmudin,Kani Uyainah,2358,24842
Daru Caturangga Tampubolon S.E.I,Titi Yuliarti,2359,24850
Daru Cengkir Hardiansyah S.Psi,Ratih Winarsih S.Gz,2360,24861
Daru Erik Wacana,Hafshah Tiara Usada,2361,24879
Daru Firgantoro,Kayla Usamah,2362,24886
Daru Halim,Raisa Mandasari,2363,24900
Daru Hardiansyah S.Kom,Bella Agustina,2364,24901
Daru Januar,Silvia Farida,2365,24902
Daru Mandala S.E.,Hasna Wulandari S.H.,2366,24921
Daru Maulana S.Sos,Shakila Namaga,2367,24925
Daru Najam Nashiruddin M.Farm,Rahmi Hastuti,2368,24931
Daru Najam Pratama,Qori Zulaika S.I.Kom,2369,24945
Daru Nashiruddin,Samiah Mila Rahimah,2370,24961
Daru Natsir,Ghaliyati Putri Laksita,2371,24966
Daru Permadi,Yani Wahyuni,2372,24971
Daru Prabowo,Dewi Fujiati,2373,24986
Daru Pranawa Nashiruddin,Gabriella Gilda Suartini S.Psi,2374,24998
Daru Simbolon,Wani Prastuti,2375,25011
Daru Tampubolon S.Sos,Belinda Nuraini,2376,25013
Daru Wacana,Rika Kania Aryani,2377,25020
Daru Wacana S.E.,Anastasia Ifa Permata S.Ked,2378,25021
Daru Zulkarnain,Salsabila Oni Usada S.T.,2379,25037
Daruna Budiman,Usyi Winarsih,2380,25049
Daruna Galiono Hutasoit,Wani Gilda Kusmawati M.Farm,2381,25060
Daruna Harsanto Prasetyo,Ifa Yuliarti,2382,25070
Daruna Hidayat,Zelaya Rahimah S.Pt,2383,25088
Daruna Kasusra Prakasa S.E.,Vicky Nadine Uyainah S.Kom,2384,25094
Daruna Kusumo,Suci Mandasari,2385,25108
Daruna Langgeng Pratama S.E.,Almira Yani Rahayu M.Ak,2386,25126
Daruna Luwes Nashiruddin S.Ked,Mala Qori Pudjiastuti,2387,25141
Daruna Najam Situmorang M.Ak,Ina Wahyuni,2388,25151
Daruna Ozy Kuswoyo S.E.I,Titi Purwanti S.E.,2389,25169
Daruna Pradana,Oni Aryani,2390,25185
Daruna Prasetya,Tiara Azalea Oktaviani S.Pt,2391,25188
Daruna Saefullah,Kezia Wijayanti,2392,25203
Daruna Suryono,Endah Kania Andriani S.T.,2393,25206
